nid,title,type,doc_type,BoL
119229,"Dodd-Frank - Sec. 987. Amendment to definition of material loss and nonmaterial losses to the Deposit insurance fund for purposes of inspector general reviews",statute,NULL,127
119230,"Dodd-Frank - Sec. 988. Amendment to definition of material loss and nonmaterial losses to the National credit union share insurance fund for purposes of inspector general reviews",statute,NULL,127
119231,"Dodd-Frank - Sec. 989. Government Accountability Office study on proprietary trading",statute,NULL,127
119232,"Dodd-Frank - Sec. 989A. Senior investor protections",statute,NULL,127
119233,"Dodd-Frank - Sec. 989B. Designated Federal entity inspectors general independence",statute,NULL,127
119234,"Dodd-Frank - Sec. 989C. Strengthening Inspector General accountability",statute,NULL,127
119235,"Dodd-Frank - Sec. 989D. Removal of Inspectors General of designated Federal entities",statute,NULL,127
119236,"Dodd-Frank - Sec. 989E. Additional oversight of financial regulatory system",statute,NULL,127
119237,"Dodd-Frank - Sec. 989F. GAO study of person to person lending",statute,NULL,127
119238,"Dodd-Frank - Sec. 989G. Exemption for nonaccelerated filers",statute,NULL,127
119239,"Dodd-Frank - Sec. 989H. Corrective responses by heads of certain establishments to deficiencies identified by Ins",statute,NULL,127
119240,"Dodd-Frank - Sec. 989I. GAO study regarding exemption for smaller issuers",statute,NULL,127
119241,"Dodd-Frank - Sec. 989J. Further promoting the adoption of the NAIC Model Regulations that enhance protection of seniors and other consumers",statute,NULL,127
119242,"Dodd-Frank - Sec. 991. Securities and Exchange Commission match funding",statute,NULL,127
119243,"Dodd-Frank - Sec. 1001. Short title",statute,NULL,127
119244,"Dodd-Frank - Sec. 1002. Definitions",statute,NULL,127
119245,"Dodd-Frank - Sec. 1011. Establishment of the Bureau of Consumer Financial Protection",statute,NULL,127
119246,"Dodd-Frank - Sec. 1012. Executive and administrative powers",statute,NULL,127
119247,"Dodd-Frank - Sec. 1013. Administration",statute,NULL,127
119248,"Dodd-Frank - Sec. 1014. Consumer Advisory Board",statute,NULL,127
119249,"Dodd-Frank - Sec. 1015. Coordination",statute,NULL,127
119250,"Dodd-Frank - Sec. 1016. Appearances before and reports to Congress",statute,NULL,127
119251,"Dodd-Frank - Sec. 1017. Funding; penalties and fines",statute,NULL,127
119252,"Dodd-Frank - Sec. 1018. Effective date",statute,NULL,127
119253,"Dodd-Frank - Sec. 1021. Purpose, objectives, and functions",statute,NULL,127
119254,"Dodd-Frank - Sec. 1022. Rulemaking authority",statute,NULL,127
119255,"Dodd-Frank - Sec. 1023. Review of Bureau regulations",statute,NULL,127
119256,"Dodd-Frank - Sec. 1024. Supervision of nondepository covered persons",statute,NULL,127
119257,"Dodd-Frank - Sec. 1025. Supervision of very large banks, savings associations, and credit unions",statute,NULL,127
119258,"Dodd-Frank - Sec. 1026. Other banks, savings associations, and credit unions",statute,NULL,127
119259,"Dodd-Frank - Sec. 1027. Limitations on authorities of the Bureau; preservation of authorities",statute,NULL,127
119260,"Dodd-Frank - Sec. 1028. Authority to restrict mandatory pre-dispute arbitration",statute,NULL,127
119261,"Dodd-Frank - Sec. 1029. Exclusion for auto dealers",statute,NULL,127
119262,"Dodd-Frank - Sec. 1029A. Effective date",statute,NULL,127
119263,"Dodd-Frank - Sec. 1031. Prohibiting unfair, deceptive, or abusive acts or practices",statute,NULL,127
119264,"Dodd-Frank - Sec. 1032. Disclosures",statute,NULL,127
119265,"Dodd-Frank - Sec. 1033. Consumer rights to access information",statute,NULL,127
119266,"Dodd-Frank - Sec. 1034. Response to consumer complaints and inquiries",statute,NULL,127
119267,"Dodd-Frank - Sec. 1035. Private education loan ombudsman",statute,NULL,127
119268,"Dodd-Frank - Sec. 1036. Prohibited acts",statute,NULL,127
119269,"Dodd-Frank - Sec. 1037. Effective date",statute,NULL,127
119270,"Dodd-Frank - Sec. 1041. Relation to State law",statute,NULL,127
119271,"Dodd-Frank - Sec. 1042. Preservation of enforcement powers of States",statute,NULL,127
119272,"Dodd-Frank - Sec. 1043. Preservation of existing contracts",statute,NULL,127
119273,"Dodd-Frank - Sec. 1044. State law preemption standards for national banks and subsidiaries clarified",statute,NULL,127
119274,"Dodd-Frank - Sec. 1045. Clarification of law applicable to nondepository institution subsidiaries",statute,NULL,127
119275,"Dodd-Frank - Sec. 1046. State law preemption standards for Federal savings associations and subsidiaries clarified",statute,NULL,127
119276,"Dodd-Frank - Sec. 1047. Visitorial standards for national banks and savings associations",statute,NULL,127
119277,"Dodd-Frank - Sec. 1048. Effective date",statute,NULL,127
119278,"Dodd-Frank - Sec. 1051. Definitions",statute,NULL,127
119279,"Dodd-Frank - Sec. 1052. Investigations and administrative discovery",statute,NULL,127
119280,"Dodd-Frank - Sec. 1053. Hearings and adjudication proceedings",statute,NULL,127
119281,"Dodd-Frank - Sec. 1054. Litigation authority",statute,NULL,127
119282,"Dodd-Frank - Sec. 1055. Relief available",statute,NULL,127
119283,"Dodd-Frank - Sec. 1056. Referrals for criminal proceedings",statute,NULL,127
119284,"Dodd-Frank - Sec. 1057. Employee protection",statute,NULL,127
119285,"Dodd-Frank - Sec. 1058. Effective date",statute,NULL,127
119286,"Dodd-Frank - Sec. 1061. Transfer of consumer financial protection functions",statute,NULL,127
119287,"Dodd-Frank - Sec. 1062. Designated transfer date",statute,NULL,127
119288,"Dodd-Frank - Sec. 1063. Savings provisions",statute,NULL,127
119289,"Dodd-Frank - Sec. 1064. Transfer of certain personnel",statute,NULL,127
119290,"Dodd-Frank - Sec. 1065. Incidental transfers",statute,NULL,127
119291,"Dodd-Frank - Sec. 1066. Interim authority of the Secretary",statute,NULL,127
119292,"Dodd-Frank - Sec. 1067. Transition oversight",statute,NULL,127
119293,"Dodd-Frank - Sec. 1071. Small business data collection",statute,NULL,127
119294,"Dodd-Frank - Sec. 1072. Assistance for economically vulnerable individuals and families",statute,NULL,127
119295,"Dodd-Frank - Sec. 1073. Remittance transfers",statute,NULL,127
119296,"Dodd-Frank - Sec. 1074. Department of the Treasury study on ending the conservatorship of Fannie Mac, Freddie Mac, and reforming the housing finance system",statute,NULL,127
119297,"Dodd-Frank - Sec. 1075. Reasonable fees and rules for payment card transactions",statute,NULL,127
119298,"Dodd-Frank - Sec. 1076. Reverse mortgage study and regulations",statute,NULL,127
119299,"Dodd-Frank - Sec. 1077. Report on private education loans and private educational lenders",statute,NULL,127
119300,"Dodd-Frank - Sec. 1078. Study and report on credit scores",statute,NULL,127
119301,"Dodd-Frank - Sec. 1079. Review, report, and program with respect to exchange facilitators",statute,NULL,127
119302,"Dodd-Frank - Sec. 1079A. Financial fraud provisions",statute,NULL,127
119303,"Dodd-Frank - Sec. 1081. Amendments to the Inspector General Act",statute,NULL,127
119304,"Dodd-Frank - Sec. 1082. Amendments to the Privacy Act of 1974",statute,NULL,127
119305,"Dodd-Frank - Sec. 1083. Amendments to the Alternative Mortgage Transaction Parity Act of 1982",statute,NULL,127
119306,"Dodd-Frank - Sec. 1084. Amendments to the Electronic Fund Transfer Act",statute,NULL,127
119307,"Dodd-Frank - Sec. 1085. Amendments to the Equal Credit Opportunity Act",statute,NULL,127
119308,"Dodd-Frank - Sec. 1086. Amendments to the Expedited Funds Availability Act",statute,NULL,127
119309,"Dodd-Frank - Sec. 1087. Amendments to the Fair Credit Billing Act",statute,NULL,127
119310,"Dodd-Frank - Sec. 1088. Amendments to the Fair Credit Reporting Act and the Fair and Accurate Credit Transactions Act of 2003",statute,NULL,127
119311,"Dodd-Frank - Sec. 1089. Amendments to the Fair Debt Collection Practices Act",statute,NULL,127
119312,"Dodd-Frank - Sec. 1090. Amendments to the Federal Deposit Insurance Act",statute,NULL,127
119313,"Dodd-Frank - Sec. 1091. Amendment to Federal Financial Institutions Examination Council Act of 1978",statute,NULL,127
119314,"Dodd-Frank - Sec. 1092. Amendments to the Federal Trade Commission Act",statute,NULL,127
119315,"Dodd-Frank - Sec. 1093. Amendments to the Gramm-Leach-Bliley Act",statute,NULL,127
119316,"Dodd-Frank - Sec. 1094. Amendments to the Home Mortgage Disclosure Act of 1975",statute,NULL,127
119317,"Dodd-Frank - Sec. 1095. Amendments to the Homeowners Protection Act of 1998",statute,NULL,127
119318,"Dodd-Frank - Sec. 1096. Amendments to the Home Ownership and Equity Protection Act of 1994",statute,NULL,127
119319,"Dodd-Frank - Sec. 1097. Amendments to the Omnibus Appropriations Act, 2009",statute,NULL,127
119320,"Dodd-Frank - Sec. 1098. Amendments to the Real Estate Settlement Procedures Act of 1974",statute,NULL,127
119321,"Dodd-Frank - Sec. 1098A. Amendments to the Interstate Land Sales Full Disclosure Act",statute,NULL,127
119322,"Dodd-Frank - Sec. 1099. Amendments to the Right to Financial Privacy Act of 1978",statute,NULL,127
119323,"Dodd-Frank - Sec. 1100. Amendments to the Secure and Fair Enforcement for Mortgage Licensing Act of 2008",statute,NULL,127
119324,"Dodd-Frank - Sec. 1100A. Amendments to the Truth in Lending Act",statute,NULL,127
119325,"Dodd-Frank - Sec. 1100B. Amendments to the Truth in Savings Act",statute,NULL,127
119326,"Dodd-Frank - Sec. 1100C. Amendments to the Telemarketing and Consumer Fraud and Abuse Prevention Act",statute,NULL,127
119327,"Dodd-Frank - Sec. 1100D. Amendments to the Paperwork Reduction Act",statute,NULL,127
119328,"Dodd-Frank - Sec. 1100E. Adjustments for inflation in the Truth in Lending Act",statute,NULL,127
119329,"Dodd-Frank - Sec. 1100F. Use of consumer reports",statute,NULL,127
119330,"Dodd-Frank - Sec. 1100G. Small business fairness and regulatory transparency",statute,NULL,127
119331,"Dodd-Frank - Sec. 1100H. Effective date",statute,NULL,127
119332,"Dodd-Frank - Sec. 1101. Federal Reserve Act amendments on emergency lending authority",statute,NULL,127
119333,"Dodd-Frank - Sec. 1102. Reviews of special Federal reserve credit facilities",statute,NULL,127
119334,"Dodd-Frank - Sec. 1103. Public access to information",statute,NULL,127
119335,"Dodd-Frank - Sec. 1104. Liquidity event determination",statute,NULL,127
119336,"Dodd-Frank - Sec. 1105. Emergency financial stabilization",statute,NULL,127
119337,"Dodd-Frank - Sec. 1106. Additional related amendments",statute,NULL,127
119338,"Dodd-Frank - Sec. 1107. Federal Reserve Act amendments on Federal reserve bank governance",statute,NULL,127
119339,"Dodd-Frank - Sec. 1108. Federal Reserve Act amendments on supervision and regulation policy",statute,NULL,127
119340,"Dodd-Frank - Sec. 1109. GAO audit of the Federal Reserve facilities; publication of Board actions",statute,NULL,127
119341,"Dodd-Frank - Sec. 1201. Short title",statute,NULL,127
119342,"Dodd-Frank - Sec. 1202. Purpose",statute,NULL,127
119343,"Dodd-Frank - Sec. 1203. Definitions",statute,NULL,127
119344,"Dodd-Frank - Sec. 1204. Expanded access to mainstream financial institutions",statute,NULL,127
119345,"Dodd-Frank - Sec. 1205. Low-cost alternatives to payday loans",statute,NULL,127
119346,"Dodd-Frank - Sec. 1206. Grants to establish loan-loss reserve funds",statute,NULL,127
119347,"Dodd-Frank - Sec. 1207. Procedural provisions",statute,NULL,127
119348,"Dodd-Frank - Sec. 1208. Authorization of appropriations",statute,NULL,127
119349,"Dodd-Frank - Sec. 1209. Regulations",statute,NULL,127
119350,"Dodd-Frank - Sec. 1210. Evaluation and reports to Congress",statute,NULL,127
119351,"Dodd-Frank - Sec. 1301. Short title",statute,NULL,127
119352,"Dodd-Frank - Sec. 1302. Amendment to reduce TARP authorization",statute,NULL,127
119353,"Dodd-Frank - Sec. 1303. Report",statute,NULL,127
119354,"Dodd-Frank - Sec. 1304. Amendments to Housing and Economic Recovery Act of 2008",statute,NULL,127
119355,"Dodd-Frank - Sec. 1305. Federal Housing Finance Agency report",statute,NULL,127
119356,"Dodd-Frank - Sec. 1306. Repayment of unobligated ARRA funds",statute,NULL,127
119357,"Dodd-Frank - Sec. 1400. Short title; designation as enumerated consumer law",statute,NULL,127
119358,"Dodd-Frank - Sec. 1401. Definitions",statute,NULL,127
119359,"Dodd-Frank - Sec. 1402. Residential mortgage loan origination",statute,NULL,127
119360,"Dodd-Frank - Sec. 1403. Prohibition on steering incentives",statute,NULL,127
119361,"Dodd-Frank - Sec. 1404. Liability",statute,NULL,127
119362,"Dodd-Frank - Sec. 1405. Regulations",statute,NULL,127
119363,"Dodd-Frank - Sec. 1406. Study of shared appreciation mortgages",statute,NULL,127
119364,"Dodd-Frank - Sec. 1411. Ability to repay",statute,NULL,127
119365,"Dodd-Frank - Sec. 1412. Safe harbor and rebuttable presumption",statute,NULL,127
119366,"Dodd-Frank - Sec. 1413. Defense to foreclosure",statute,NULL,127
119367,"Dodd-Frank - Sec. 1414. Additional standards and requirements",statute,NULL,127
119368,"Dodd-Frank - Sec. 1415. Rule of construction",statute,NULL,127
119369,"Dodd-Frank - Sec. 1416. Amendments to civil liability provisions",statute,NULL,127
119370,"Dodd-Frank - Sec. 1417. Lender rights in the context of borrower deception",statute,NULL,127
119371,"Dodd-Frank - Sec. 1418. Six-month notice required before reset of hybrid adjustable rate mortgages",statute,NULL,127
119372,"Dodd-Frank - Sec. 1419. Required disclosures",statute,NULL,127
119373,"Dodd-Frank - Sec. 1420. Disclosures required in monthly statements for residential mortgage loans",statute,NULL,127
119374,"Dodd-Frank - Sec. 1421. Report by the GAO",statute,NULL,127
119375,"Dodd-Frank - Sec. 1422. State attorney general enforcement authority",statute,NULL,127
119376,"Dodd-Frank - Sec. 1431. Definitions relating to high-cost mortgages",statute,NULL,127
119377,"Dodd-Frank - Sec. 1432. Amendments to existing requirements for certain mortgages",statute,NULL,127
119378,"Dodd-Frank - Sec. 1441. Short title",statute,NULL,127
119379,"Dodd-Frank - Sec. 1433. Additional requirements for certain mortgages",statute,NULL,127
119380,"Dodd-Frank - Sec. 1442. Establishment of Office of Housing Counseling",statute,NULL,127
119381,"Dodd-Frank - Sec. 1443. Counseling procedures",statute,NULL,127
119382,"Dodd-Frank - Sec. 1444. Grants for housing counseling assistance",statute,NULL,127
119383,"Dodd-Frank - Sec. 1445. Requirements to use HUD-certified counselors under HUD programs",statute,NULL,127
119384,"Dodd-Frank - Sec. 1446. Study of defaults and foreclosures",statute,NULL,127
119385,"Dodd-Frank - Sec. 1447. Default and foreclosure database",statute,NULL,127
119386,"Dodd-Frank - Sec. 1448. Definitions for counseling-related programs",statute,NULL,127
119387,"Dodd-Frank - Sec. 1449. Accountability and transparency for grant recipients",statute,NULL,127
119388,"Dodd-Frank - Sec. 1450. Updating and simplification of mortgage information booklet",statute,NULL,127
119389,"Dodd-Frank - Sec. 1451. Home inspection counseling",statute,NULL,127
119390,"Dodd-Frank - Sec. 1452. Warnings to homeowners of foreclosure rescue scams",statute,NULL,127
119391,"Dodd-Frank - Sec. 1461. Escrow and impound accounts relating to certain consumer credit transactions",statute,NULL,127
119392,"Dodd-Frank - Sec. 1462. Disclosure notice required for consumers who waive escrow services",statute,NULL,127
119393,"Dodd-Frank - Sec. 1463. Real Estate Settlement Procedures Act of 1974 amendments",statute,NULL,127
